epoch,accuracy,loss,val_accuracy,val_loss
0,0.8647268414497375,0.3472325801849365,0.9588386416435242,0.20353396236896515
1,0.9153865575790405,0.235072523355484,0.6684934496879578,0.4493103623390198
2,0.9317830204963684,0.1919054538011551,0.5959655046463013,0.9041630625724792
3,0.9418143630027771,0.1655818521976471,0.5917677283287048,1.4222859144210815
4,0.9484309554100037,0.1505134254693985,0.5988805890083313,1.4513630867004395
5,0.954728364944458,0.13407383859157562,0.58302241563797,1.8812710046768188
6,0.9590233564376831,0.12347788363695145,0.59666508436203,1.7817033529281616
7,0.9629604816436768,0.11527340859174728,0.5689132213592529,2.0774037837982178
8,0.9659591913223267,0.10642164200544357,0.5731109976768494,2.1161482334136963
9,0.9684839844703674,0.10018514096736908,0.5719449520111084,2.1863527297973633
10,0.9705057144165039,0.09422779828310013,0.581856369972229,2.0974807739257812
11,0.973175585269928,0.08761774003505707,0.5579524040222168,2.35194993019104
12,0.9743654131889343,0.08222656697034836,0.5836054086685181,2.0442984104156494
13,0.976145327091217,0.07811247557401657,0.5840718150138855,2.1219711303710938
14,0.9765613079071045,0.07524467259645462,0.5713619589805603,2.2211880683898926
15,0.9778091907501221,0.07294897735118866,0.575559675693512,2.2165236473083496
16,0.978689432144165,0.07041515409946442,0.5676305890083313,2.2860710620880127
17,0.9789699912071228,0.06898275017738342,0.5682136416435242,2.1316070556640625
18,0.9794536232948303,0.06607546657323837,0.5626165866851807,2.1194753646850586
19,0.9793666005134583,0.0671820193529129,0.5961986780166626,1.902197003364563
