epoch,accuracy,loss,val_accuracy,val_loss
0,0.8817713856697083,0.3194277882575989,0.1941964328289032,1.493789553642273
1,0.9262354373931885,0.21713228523731232,0.2566964328289032,1.632639765739441
2,0.9401382803916931,0.17909526824951172,0.2600446343421936,1.8562771081924438
3,0.946864664554596,0.15827815234661102,0.3582589328289032,1.415575385093689
4,0.9542753100395203,0.13956107199192047,0.2600446343421936,1.927388310432434
5,0.9597229957580566,0.12427668273448944,0.4162946343421936,1.3184736967086792
6,0.9649726152420044,0.1108134537935257,0.2589285671710968,1.8792238235473633
7,0.9672417640686035,0.1031758040189743,0.3694196343421936,1.3863953351974487
8,0.9694568514823914,0.09686288982629776,0.3694196343421936,1.3951070308685303
9,0.9721491932868958,0.08968964219093323,0.3660714328289032,1.4191310405731201
10,0.9744903445243835,0.08384844660758972,0.4386160671710968,1.15187668800354
11,0.9765163660049438,0.07720982283353806,0.3839285671710968,1.4175002574920654
12,0.9773537516593933,0.07448303699493408,0.3582589328289032,1.3976366519927979
13,0.9790195822715759,0.06947192549705505,0.4006696343421936,1.3870428800582886
14,0.979974091053009,0.06630237400531769,0.4720982015132904,1.1328057050704956
15,0.9802982211112976,0.06641959398984909,0.3660714328289032,1.408493995666504
16,0.9812256693840027,0.06276015937328339,0.5591517686843872,0.9118563532829285
17,0.9820000529289246,0.06145159900188446,0.484375,1.0675303936004639
18,0.9830896258354187,0.05659158527851105,0.4419642984867096,1.1929235458374023
19,0.9821531772613525,0.05863869935274124,0.5479910969734192,0.9344133138656616
