epoch,accuracy,loss,val_accuracy,val_loss
0,0.8755227327346802,0.3269660174846649,0.8461538553237915,0.8004528284072876
1,0.9234867691993713,0.22340531647205353,0.8468406796455383,0.9542895555496216
2,0.9383070468902588,0.18640995025634766,0.8269230723381042,1.0552558898925781
3,0.9462124109268188,0.1609165221452713,0.8100961446762085,1.1596423387527466
4,0.9516416192054749,0.14383478462696075,0.8190247416496277,1.1790393590927124
5,0.9575018286705017,0.12844021618366241,0.8087225556373596,1.3159126043319702
6,0.9620322585105896,0.11610287427902222,0.8149038553237915,1.360718011856079
7,0.9658749103546143,0.10634554922580719,0.817651093006134,1.3516347408294678
8,0.9685620069503784,0.09860996901988983,0.8135302066802979,1.3337640762329102
9,0.9705612659454346,0.0920884758234024,0.8149038553237915,1.3618383407592773
10,0.9728264808654785,0.08607418090105057,0.8282967209815979,1.3524301052093506
11,0.9751467108726501,0.08075105398893356,0.8252060413360596,1.341121792793274
12,0.977246880531311,0.07474277913570404,0.8152472376823425,1.5080958604812622
13,0.9776962399482727,0.07157855480909348,0.8320741653442383,1.3834600448608398
14,0.9789435267448425,0.06912700086832047,0.8272664546966553,1.47230863571167
15,0.9794937372207642,0.06607236713171005,0.8100961446762085,1.3888717889785767
16,0.980493426322937,0.06275660544633865,0.8265796899795532,1.384407639503479
17,0.9811995625495911,0.06248708814382553,0.8159340620040894,1.494573712348938
18,0.9827494621276855,0.05788455903530121,0.8241758346557617,1.471921682357788
19,0.982923686504364,0.05592673271894455,0.8039148449897766,1.4675415754318237
