epoch,accuracy,loss,val_accuracy,val_loss
0,0.8754692077636719,0.33414125442504883,0.8550857901573181,0.42895597219467163
1,0.9193195104598999,0.23368166387081146,0.8498774766921997,0.4686090052127838
2,0.9353930354118347,0.19264666736125946,0.8357843160629272,0.42189276218414307
3,0.9427627921104431,0.16655828058719635,0.8219975233078003,0.4844025671482086
4,0.9492124319076538,0.14720110595226288,0.826286792755127,0.4564284384250641
5,0.9545304179191589,0.13463227450847626,0.8155637383460999,0.5351662635803223
6,0.9577046036720276,0.12489341199398041,0.8204656839370728,0.48847755789756775
7,0.9596551656723022,0.11915821582078934,0.8388480544090271,0.41762617230415344
8,0.9633906483650208,0.11047510802745819,0.8226103186607361,0.5137149691581726
9,0.9652767777442932,0.10355871915817261,0.8391544222831726,0.5000960826873779
10,0.9676689505577087,0.09835968911647797,0.8256739974021912,0.4909255802631378
11,0.969463050365448,0.09626267850399017,0.811887264251709,0.5848321318626404
12,0.9711283445358276,0.09058423340320587,0.8192402124404907,0.5471739768981934
13,0.9739253520965576,0.0834018737077713,0.8097426295280457,0.5971400141716003
14,0.974219799041748,0.08174534142017365,0.7735906839370728,0.6305087804794312
15,0.9754710793495178,0.0776599645614624,0.6240808963775635,0.6876575946807861
16,0.9768880009651184,0.07432859390974045,0.8416053652763367,0.47231459617614746
17,0.9780564308166504,0.07102067768573761,0.829350471496582,0.5104754567146301
18,0.9786084890365601,0.06765910983085632,0.7208946347236633,0.579002320766449
19,0.9783324599266052,0.06909198313951492,0.8348652124404907,0.4874108135700226
