epoch,accuracy,loss,val_accuracy,val_loss
0,0.863142728805542,0.34983721375465393,0.9992219805717468,0.01645982265472412
1,0.915118932723999,0.24583764374256134,0.9994813203811646,0.009660279378294945
2,0.9294992089271545,0.20609831809997559,0.9993516802787781,0.010852307081222534
3,0.937308132648468,0.18184655904769897,1.0,0.010478844866156578
4,0.9444454908370972,0.16377247869968414,0.9998703598976135,0.011866409331560135
5,0.9496546387672424,0.14916834235191345,0.9992219805717468,0.01559001300483942
6,0.9540195465087891,0.1371365338563919,0.9997406601905823,0.015770534053444862
7,0.9572045207023621,0.12686805427074432,0.9990923404693604,0.011419185437262058
8,0.9597947001457214,0.1215963363647461,0.9997406601905823,0.011083553545176983
9,0.9628453850746155,0.1132718101143837,0.9987033009529114,0.010582898743450642
10,0.9650230407714844,0.10654899477958679,0.9984439611434937,0.013094156980514526
11,0.9667977690696716,0.10192245244979858,0.9984439611434937,0.010707074776291847
12,0.9688795208930969,0.09475148469209671,0.9977956414222717,0.011499994434416294
13,0.9714697003364563,0.08918444067239761,0.9984439611434937,0.011171353980898857
14,0.9727839827537537,0.08642563223838806,0.9972769618034363,0.01223214715719223
15,0.9731293320655823,0.08476036041975021,0.9967582821846008,0.01560255978256464
16,0.9741557836532593,0.0802079364657402,0.9979252815246582,0.01177849993109703
17,0.9757195115089417,0.07730559259653091,0.9941649436950684,0.020067375153303146
18,0.9761224389076233,0.07502785325050354,0.9959802627563477,0.017961403355002403
19,0.9765157103538513,0.07456730306148529,0.9953319430351257,0.017814261838793755
