epoch,accuracy,loss,val_accuracy,val_loss
0,0.8620682954788208,0.3669418692588806,0.9996110200881958,0.027413321658968925
1,0.9089697003364563,0.2573900520801544,0.9994813203811646,0.011784316971898079
2,0.9283672571182251,0.21181169152259827,0.9996110200881958,0.011764555238187313
3,0.9362145066261292,0.18528693914413452,0.9994813203811646,0.012912959791719913
4,0.9444167017936707,0.16364187002182007,0.9990923404693604,0.011053647845983505
5,0.9508442282676697,0.14680127799510956,0.9996110200881958,0.007512061856687069
6,0.9573675990104675,0.1295829564332962,0.9993516802787781,0.007015712093561888
7,0.9608691334724426,0.12198479473590851,0.9993516802787781,0.010558865033090115
8,0.9633826017379761,0.11416865140199661,1.0,0.005261542275547981
9,0.9653491973876953,0.10892078280448914,0.9989626407623291,0.01049728598445654
10,0.9677187204360962,0.10054568946361542,0.9987033009529114,0.010376300662755966
11,0.9708365201950073,0.09581471234560013,0.9994813203811646,0.01255434937775135
12,0.9730525612831116,0.08597748726606369,0.9981846213340759,0.012638093903660774
13,0.9747121930122375,0.083706796169281,0.9963693022727966,0.020992787554860115
14,0.9755947589874268,0.07799447327852249,0.997536301612854,0.015563571825623512
15,0.9769378304481506,0.07522530108690262,0.9972769618034363,0.0149611197412014
16,0.9775038361549377,0.07431837916374207,0.9968879818916321,0.02046211063861847
17,0.9784823656082153,0.0712190493941307,0.9959802627563477,0.02288070321083069
18,0.9787893295288086,0.06705529987812042,0.9850881695747375,0.046486176550388336
19,0.9792498350143433,0.06658445298671722,0.9874222278594971,0.045488614588975906
