epoch,accuracy,loss,val_accuracy,val_loss
0,0.8854199051856995,0.2960224151611328,0.13833774626255035,2.433929443359375
1,0.9282367825508118,0.20408214628696442,0.09843474626541138,2.3223378658294678
2,0.9366835355758667,0.17842966318130493,0.1190476194024086,2.4839398860931396
3,0.9432640075683594,0.15964274108409882,0.17978395521640778,2.8572163581848145
4,0.948561429977417,0.14544786512851715,0.16644620895385742,2.6972036361694336
5,0.9535478353500366,0.1328599452972412,0.17305997014045715,2.9270331859588623
6,0.9576010704040527,0.12409119307994843,0.16732804477214813,2.9350802898406982
7,0.959778368473053,0.11736351251602173,0.1469356268644333,3.1245009899139404
8,0.9617807269096375,0.1149912178516388,0.10471781343221664,2.910080909729004
9,0.9631026387214661,0.10987319052219391,0.14054232835769653,3.119927406311035
10,0.9645995497703552,0.10607067495584488,0.1824294477701187,3.459624767303467
11,0.9662616848945618,0.10249603539705276,0.15619488060474396,2.8973515033721924
12,0.9686236381530762,0.09577113389968872,0.1784611940383911,3.5892508029937744
13,0.9691290855407715,0.0945536345243454,0.15608465671539307,3.1697731018066406
14,0.9696928262710571,0.09273267537355423,0.10273368656635284,3.4937570095062256
15,0.9721519947052002,0.08668655902147293,0.1210317462682724,3.39707350730896
16,0.9724922180175781,0.08417241275310516,0.15498235821723938,3.438704013824463
17,0.9726866483688354,0.08395177870988846,0.0912698432803154,3.09232497215271
18,0.974348783493042,0.08048892766237259,0.1538800746202469,3.5352275371551514
19,0.975233256816864,0.07627633213996887,0.13624338805675507,3.5167274475097656
