epoch,accuracy,loss,val_accuracy,val_loss
0,0.8708916306495667,0.33233165740966797,0.888786792755127,0.3217184245586395
1,0.9214308857917786,0.22806456685066223,0.8947610259056091,0.33257994055747986
2,0.9365161657333374,0.19102631509304047,0.8984375,0.30153942108154297
3,0.9445506930351257,0.1647011935710907,0.9085478186607361,0.2878413200378418
4,0.9509364366531372,0.14671839773654938,0.9168198704719543,0.2682005763053894
5,0.9556824564933777,0.13249750435352325,0.9016544222831726,0.2741782069206238
6,0.9611117243766785,0.11761896312236786,0.9126838445663452,0.26082876324653625
7,0.9650014638900757,0.10638439655303955,0.9223345518112183,0.23769047856330872
8,0.9680531024932861,0.09959075599908829,0.935661792755127,0.2056940793991089
9,0.9705309271812439,0.0908074900507927,0.9347426295280457,0.20701326429843903
10,0.9731544256210327,0.08524877578020096,0.9269301295280457,0.2370714545249939
11,0.9746574759483337,0.07940888404846191,0.920036792755127,0.2522830665111542
12,0.976734459400177,0.07436911761760712,0.9232536554336548,0.24978797137737274
13,0.9783832430839539,0.07149209082126617,0.8851103186607361,0.32022950053215027
14,0.9800138473510742,0.06458435952663422,0.9007353186607361,0.28467655181884766
15,0.9808245897293091,0.06288241595029831,0.9149816036224365,0.28990426659584045
16,0.9819632768630981,0.059668220579624176,0.8607536554336548,0.36379724740982056
17,0.9828650951385498,0.05778098478913307,0.8598345518112183,0.3296377658843994
18,0.9828833341598511,0.057369764894247055,0.8897058963775635,0.31742340326309204
19,0.9835301041603088,0.054270923137664795,0.8552389740943909,0.33884698152542114
