epoch,accuracy,loss,val_accuracy,val_loss
0,0.8772231340408325,0.33063364028930664,0.8223389983177185,0.4674050509929657
1,0.9185112118721008,0.23285949230194092,0.6615608334541321,0.5917240381240845
2,0.9355098605155945,0.18716265261173248,0.6283541917800903,0.6605892181396484
3,0.9471885561943054,0.15829001367092133,0.264311283826828,1.1259753704071045
4,0.9533143043518066,0.14014236629009247,0.36270126700401306,0.9977717399597168
5,0.9597797989845276,0.12549906969070435,0.3398926556110382,1.3126150369644165
6,0.9653230905532837,0.10961471498012543,0.4294499158859253,1.1836134195327759
7,0.9693518877029419,0.10084410756826401,0.4461091160774231,0.9119420051574707
8,0.972730278968811,0.09026060253381729,0.3830500841140747,1.4475765228271484
9,0.9757494330406189,0.081141397356987,0.3667263090610504,1.5351479053497314
10,0.9782929420471191,0.0759863331913948,0.3898703157901764,1.3925293684005737
11,0.9794676303863525,0.07047877460718155,0.36113595962524414,1.663802146911621
12,0.981059730052948,0.06526024639606476,0.35822898149490356,1.7219877243041992
13,0.981991708278656,0.06295222043991089,0.31741949915885925,2.0821757316589355
14,0.9825547337532043,0.060381460934877396,0.33150714635849,1.916033148765564
15,0.9835255742073059,0.05719149485230446,0.3502906858921051,1.713539719581604
16,0.9842536449432373,0.05558103695511818,0.3098166286945343,1.9915740489959717
17,0.9848167300224304,0.05329110473394394,0.3312835395336151,1.799247145652771
18,0.9853894710540771,0.051971178501844406,0.32122093439102173,1.9555385112762451
19,0.9864088296890259,0.0498824417591095,0.31082290410995483,2.159925937652588
