epoch,accuracy,loss,val_accuracy,val_loss
0,0.8862181901931763,0.3156304359436035,0.0005122950533404946,3.0076451301574707
1,0.9258727431297302,0.21878060698509216,0.0005122950533404946,2.930173397064209
2,0.9331272840499878,0.1936529278755188,0.0,2.552159070968628
3,0.942581832408905,0.16644003987312317,0.0,2.2403624057769775
4,0.9485181570053101,0.14960280060768127,0.025614753365516663,1.373104214668274
5,0.9535818099975586,0.13756650686264038,0.05635245889425278,1.1106775999069214
6,0.958045482635498,0.12476424127817154,0.069672130048275,1.1391220092773438
7,0.960418164730072,0.1193312406539917,0.2013319730758667,0.9588325023651123
8,0.9657545685768127,0.10496038943529129,0.12653689086437225,1.0148158073425293
9,0.9675999879837036,0.09958632290363312,0.6752049326896667,0.6680704355239868
10,0.9696090817451477,0.09520331770181656,0.1772540956735611,1.0332640409469604
11,0.9722636342048645,0.08842401206493378,0.7100409865379333,0.6417449712753296
12,0.9737181663513184,0.08126606047153473,0.8099385499954224,0.546522855758667
13,0.9745454788208008,0.08105488866567612,0.8954917788505554,0.41314658522605896
14,0.9766908884048462,0.07491188496351242,0.9287909865379333,0.3522125482559204
15,0.9781727194786072,0.07052163034677505,0.9021516442298889,0.4029253423213959
16,0.979163646697998,0.0684027373790741,0.9042007923126221,0.3878498673439026
17,0.9791908860206604,0.06749631464481354,0.8790983557701111,0.42498379945755005
18,0.980754554271698,0.06383789330720901,0.9354507923126221,0.3076997399330139
19,0.9806636571884155,0.06254040449857712,0.7679303288459778,0.5640232563018799
