epoch,accuracy,loss,val_accuracy,val_loss
0,0.8709976673126221,0.34356340765953064,0.1721230149269104,0.9754388928413391
1,0.9143319725990295,0.24312734603881836,0.2222222238779068,1.023267149925232
2,0.9319422245025635,0.19958004355430603,0.201884925365448,1.2266603708267212
3,0.9394375085830688,0.1760089248418808,0.1800595223903656,1.4611083269119263
4,0.9460777044296265,0.15612684190273285,0.1726190447807312,1.4781831502914429
5,0.9521631002426147,0.1403895616531372,0.1879960298538208,1.3315001726150513
6,0.9562563896179199,0.1279902309179306,0.1750992089509964,1.387324571609497
7,0.9603769183158875,0.11793696880340576,0.1969245970249176,1.3305851221084595
8,0.963405966758728,0.11121044307947159,0.1741071492433548,1.7296451330184937
9,0.9662894606590271,0.10312418639659882,0.1641865074634552,1.993232250213623
10,0.9672718644142151,0.0973869115114212,0.184523805975914,1.7934895753860474
11,0.9697187542915344,0.09314500540494919,0.1636904776096344,1.771070122718811
12,0.9717562794685364,0.08717700839042664,0.1899801641702652,1.5364741086959839
13,0.9722656607627869,0.08789971470832825,0.1746031790971756,1.5429468154907227
14,0.9745669960975647,0.0800284594297409,0.1741071492433548,1.7254695892333984
15,0.9759678244590759,0.07609138637781143,0.1909722238779068,1.4600685834884644
16,0.9762043356895447,0.075210802257061,0.16170634329319,2.3038504123687744
17,0.9770230054855347,0.07238058745861053,0.184523805975914,1.9620848894119263
18,0.9789877533912659,0.06760913133621216,0.1626984179019928,2.195100784301758
19,0.9788604378700256,0.06640706956386566,0.159226194024086,2.277526378631592
