epoch,accuracy,loss,val_accuracy,val_loss
0,0.869491457939148,0.34870079159736633,0.9982954263687134,0.044668447226285934
1,0.9137232899665833,0.24378328025341034,1.0,0.013830374926328659
2,0.929840624332428,0.2029862105846405,1.0,0.015444610267877579
3,0.9386071562767029,0.17940975725650787,0.9994317889213562,0.014961603097617626
4,0.9470923542976379,0.15843547880649567,1.0,0.0071432823315262794
5,0.9501324892044067,0.14695584774017334,0.9982954263687134,0.01622353307902813
6,0.9545157551765442,0.13439510762691498,0.9994317889213562,0.02101210318505764
7,0.9579007625579834,0.12767872214317322,0.9965909123420715,0.037532322108745575
8,0.9606142044067383,0.1187095046043396,0.9988636374473572,0.03788609057664871
9,0.9634365439414978,0.11262186616659164,0.9971590638160706,0.03692939504981041
10,0.9647977948188782,0.10911547392606735,0.9977272748947144,0.038919154554605484
11,0.9663314819335938,0.1035679429769516,0.9482954740524292,0.10106150805950165
12,0.9680648446083069,0.09757901728153229,0.9670454263687134,0.08692210912704468
13,0.97081458568573,0.09127407521009445,0.9301136136054993,0.12217114865779877
14,0.9726477265357971,0.08673788607120514,0.918181836605072,0.15193964540958405
15,0.9727748036384583,0.0859852135181427,0.9051136374473572,0.16985340416431427
16,0.9738819599151611,0.08236143738031387,0.8738636374473572,0.24840906262397766
17,0.9751887321472168,0.0797591358423233,0.8988636136054993,0.19079504907131195
18,0.9766680002212524,0.07535676658153534,0.8772727251052856,0.2369532287120819
19,0.9770309925079346,0.0744011178612709,0.8920454382896423,0.1802816241979599
